@relation harddrive_smart_1

% Attribute list
@attribute serial {100001,100002,100003,100004,100005,100006,100007,100008,100009,100010,100011,100012,100013,100014,100015,100016,100017,100018,100019,100020,100021,100022,100023,100024,100025,100026,100027,100028,100029,100030,100031,100032,100033,100034,100035,100036,100037,100038,100039,100040,100041,100042,100043,100044,100045,100046,100047,100048,100049,100050,100051,100052,100053,100054,100055,100056,100057,100058,100059,100060,100061,100062,100063,100064,100065,100066,100067,100068,100069,100070,100071,100072,100073,100074,100075,100076,100077,100078,100079,100080,100081,100082,100083,100084,100085,100086,100087,100088,100089,100090,100091,100092,100093,100094,100095,100096,100097,100098,100099,100100,100101,100102,100103,100104,100105,100106,100107,100108,100109,100110,100111,100112,100113,100114,100115,100116,100117,100118,100119,100120,100121,100122,100123,100124,100125,100126,100127,100128,100129,100130,100131,100132,100133,100134,100135,100136,100137,100138,100139,100140,100141,100142,100143,100144,100145,100146,100147,100148,100149,100150,100151,100152,100153,100154,100155,100156,100157,100158,100159,100160,100161,100162,100163,100164,100165,100166,100167,100168,100169,100170,100171,100172,100173,100174,100175,100176,100177,100178,100179,100180,100181,100182,100183,100184,100185,100186,100187,100188,100189,100190,100191,100192,100193,100194,100195,100196,100197,100198,100199,100200,100201,100202,100203,100204,100205,100206,100207,100208,100209,100210,100211,100212,100213,100214,100215,100216,100217,100218,100219,100220,100221,100222,100223,100224,100225,100226,100227,100228,100229,100230,100231,100232,100233,100234,100235,100236,100237,100238,100239,100240,100241,100242,100243,100244,100245,100246,100247,100248,100249,100250,100251,100252,100253,100254,100255,100256,100257,100258,100259,100260,100261,100262,100263,100264,100265,100266,100267,100268,100269,100270,100271,100272,100273,100274,100275,100276,100277,100278,100279,100280,100281,100282,100283,100284,100285,100286,100287,100288,100289,100290,100291,100292,100293,100294,100295,100296,100297,100298,100299,100300,100301,100302,100303,100304,100305,100306,100307,100308,100309,100310,100311,100312,100313,100314,100315,100316,100317,100318,100319,100320,100321,100322,100323,100324,100325,100326,100327,100328,100329,100330,100331,100332,100333,100334,100335,100336,100337,100338,100339,100340,100341,100342,100343,100344,100345,100346,100347,100348,100349,100350,100351,100352,100353,100354,100355,100356,100357,100358,100359,100360,100361,100362,100363,100364,100365,100366,100367,100368,100369,}
@attribute Frame numeric
@attribute Hours numeric
@attribute HoursBeforeFail numeric
@attribute Temp1 numeric
@attribute Temp2 numeric
@attribute Temp3 numeric
@attribute Temp4 numeric
@attribute FlyHeight1 numeric
@attribute FlyHeight2 numeric
@attribute FlyHeight3 numeric
@attribute FlyHeight4 numeric
@attribute GList1 numeric
@attribute PList numeric
@attribute Servo1 numeric
@attribute Servo2 numeric
@attribute Servo3 numeric
@attribute CSS numeric
@attribute Servo4 numeric
@attribute Servo5 numeric
@attribute Servo6 numeric
@attribute Reads numeric
@attribute Writes numeric
@attribute ReadError1 numeric
@attribute ReadError2 numeric
@attribute ReadError3 numeric
@attribute ReadError4 numeric
@attribute ReadError5 numeric
@attribute ReadError6 numeric
@attribute ReadError7 numeric
@attribute ReadError8 numeric
@attribute ReadError9 numeric
@attribute ReadError10 numeric
@attribute ReadError11 numeric
@attribute ReadError12 numeric
@attribute ReadError13 numeric
@attribute ReadError14 numeric
@attribute ReadError15 numeric
@attribute ReadError16 numeric
@attribute FlyHeight5 numeric
@attribute FlyHeight6 numeric
@attribute FlyHeight7 numeric
@attribute FlyHeight8 numeric
@attribute FlyHeight9 numeric
@attribute FlyHeight10 numeric
@attribute FlyHeight11 numeric
@attribute FlyHeight12 numeric
@attribute FlyHeight13 numeric
@attribute FlyHeight14 numeric
@attribute FlyHeight15 numeric
@attribute FlyHeight16 numeric
@attribute Temp5 numeric
@attribute Temp6 numeric
@attribute WriteError numeric
@attribute ReadError18 numeric
@attribute ReadError19 numeric
@attribute Servo7 numeric
@attribute Servo8 numeric
@attribute ReadError20 numeric
@attribute GList2 numeric
@attribute GList3 numeric
@attribute Servo9 numeric
@attribute Servo10 numeric
@attribute class {0,1}

@data
100002,98.000,175.550,234.783,7.000,0.000,7.000,8.000,8036.000,8999.000,2336.000,2953.000,0.000,1.000,3.000,129.000,0.000,16.000,0.000,28.000,56.000,19776020.000,17624540.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,98.000,2941.000,2706.000,12028.000,10884.000,5533.000,5125.000,9874.000,9197.000,1.000,1.000,1.000,1.000,57005.000,57005.000,41.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,114688.000,1
100002,99.000,177.550,232.783,8.000,0.000,7.000,8.000,8046.000,9003.000,1943.000,4136.000,0.000,1.000,3.000,75.000,1.000,16.000,0.000,20.000,57.000,19549564.000,17673320.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,99.000,2939.000,2678.000,11986.000,10873.000,5518.000,5120.000,10035.000,9151.000,1.000,1.000,1.000,1.000,57005.000,57005.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,115008.000,1
100002,100.000,179.550,230.783,9.000,0.000,8.000,9.000,8032.000,8993.000,2148.000,3147.000,0.000,1.000,0.000,22.000,1.000,16.000,0.000,22.000,58.000,19576668.000,17750586.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,100.000,2957.000,2702.000,12022.000,10934.000,5566.000,5140.000,10043.000,9251.000,1.000,1.000,1.000,1.000,57005.000,57005.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,116096.000,1
100002,101.000,181.550,228.783,8.000,0.000,8.000,9.000,8038.000,8992.000,1986.000,3720.000,0.000,1.000,1.000,60.000,0.000,16.000,0.000,23.000,57.000,19169468.000,17795844.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,101.000,2975.000,2700.000,12031.000,10923.000,5580.000,5146.000,9974.000,9179.000,1.000,1.000,1.000,1.000,57005.000,57005.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,116672.000,1
100002,102.000,183.550,226.783,40.000,0.000,8.000,40.000,7977.000,8969.000,2386.000,2602.000,0.000,1.000,0.000,77.000,0.000,16.000,0.000,23.000,60.000,18868524.000,17860394.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,102.000,3070.000,2858.000,12550.000,11442.000,5888.000,5471.000,10408.000,9634.000,1.000,1.000,1.000,1.000,57005.000,57005.000,62.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,117696.000,1
100002,103.000,185.550,224.783,40.000,0.000,39.000,40.000,7973.000,8970.000,2572.000,2080.000,0.000,1.000,0.000,93.000,0.000,16.000,0.000,23.000,61.000,18120610.000,17981744.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,103.000,3076.000,2853.000,12599.000,11398.000,5940.000,5500.000,10388.000,9791.000,1.000,1.000,1.000,1.000,57005.000,57005.000,141.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,118272.000,1
100002,104.000,187.550,222.783,39.000,0.000,39.000,40.000,7976.000,8972.000,2444.000,3326.000,0.000,1.000,0.000,170.000,0.000,16.000,0.000,23.000,61.000,16882388.000,18022900.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,104.000,3080.000,2868.000,12623.000,11407.000,5925.000,5475.000,10446.000,9726.000,1.000,1.000,1.000,1.000,57005.000,57005.000,85.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,121472.000,1
100002,105.000,189.550,220.783,39.000,0.000,39.000,40.000,7965.000,8954.000,1778.000,3479.000,0.000,1.000,0.000,89.000,0.000,16.000,0.000,23.000,60.000,17042718.000,17181510.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,105.000,3075.000,2850.000,12548.000,11555.000,5914.000,5495.000,10524.000,9757.000,1.000,1.000,1.000,1.000,57005.000,57005.000,389.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,113664.000,1
100002,106.000,191.550,218.783,40.000,0.000,39.000,40.000,7964.000,8958.000,2400.000,2953.000,0.000,1.000,1.000,15.000,1.000,16.000,0.000,23.000,60.000,19779284.000,17626532.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,106.000,3080.000,2872.000,12631.000,11440.000,5926.000,5477.000,10575.000,9834.000,1.000,1.000,1.000,1.000,57005.000,57005.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,116992.000,1
100002,107.000,193.550,216.783,40.000,0.000,39.000,40.000,7964.000,8953.000,2316.000,2386.000,0.000,1.000,0.000,13.000,1.000,16.000,0.000,23.000,55.000,19873048.000,17658742.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,107.000,3088.000,2871.000,12674.000,11450.000,5892.000,5473.000,10541.000,9824.000,1.000,1.000,1.000,1.000,57005.000,57005.000,28.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,115264.000,1
100002,108.000,195.550,214.783,48.000,0.000,39.000,48.000,7954.000,8954.000,2763.000,3126.000,0.000,1.000,1.000,7.000,0.000,16.000,0.000,22.000,60.000,19546806.000,17689292.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,108.000,3111.000,2915.000,12777.000,11569.000,6019.000,5547.000,10534.000,9893.000,1.000,1.000,1.000,1.000,57005.000,57005.000,29.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,116864.000,1
100002,109.000,196.550,213.783,65.000,0.000,48.000,65.000,7921.000,8950.000,3198.000,2828.000,0.000,1.000,0.000,13.000,0.000,16.000,0.000,32.000,62.000,9659880.000,8902503.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,109.000,3179.000,3007.000,13033.000,11745.000,6271.000,5777.000,10999.000,10279.000,1.000,1.000,1.000,1.000,57005.000,57005.000,37.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,57088.000,1
100002,110.000,198.550,211.783,67.000,0.000,65.000,67.000,7926.000,8954.000,1893.000,3345.000,0.000,1.000,0.000,105.000,0.000,16.000,0.000,28.000,62.000,19224062.000,17853924.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,110.000,3174.000,3011.000,12978.000,12032.000,6236.000,5804.000,10870.000,10210.000,1.000,1.000,1.000,1.000,57005.000,57005.000,816.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,116928.000,1
100002,111.000,200.550,209.783,67.000,0.000,66.000,67.000,7919.000,8951.000,2377.000,2099.000,0.000,1.000,0.000,149.000,0.000,16.000,0.000,27.000,62.000,19208016.000,17879994.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,111.000,3191.000,3031.000,13068.000,11887.000,6302.000,5841.000,10897.000,10345.000,1.000,1.000,1.000,1.000,57005.000,57005.000,774.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,117568.000,1
100002,112.000,202.550,207.783,67.000,0.000,66.000,67.000,7928.000,8950.000,3222.000,2537.000,0.000,1.000,1.000,215.000,0.000,16.000,0.000,27.000,62.000,18886068.000,17938408.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,112.000,3179.000,3012.000,13125.000,11817.000,6239.000,5771.000,10975.000,10140.000,1.000,1.000,1.000,1.000,57005.000,57005.000,1076.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,119360.000,1
100002,113.000,204.550,205.783,68.000,0.000,67.000,68.000,7913.000,8942.000,3008.000,3015.000,0.000,1.000,0.000,218.000,0.000,16.000,0.000,27.000,60.000,18094058.000,17973988.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,113.000,3179.000,3021.000,13193.000,11874.000,6294.000,5846.000,11000.000,10264.000,1.000,1.000,1.000,1.000,57005.000,57005.000,1112.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,118656.000,1
100002,114.000,206.550,203.783,67.000,0.000,67.000,68.000,7917.000,8940.000,3292.000,3608.000,0.000,1.000,5.000,243.000,0.000,16.000,0.000,27.000,63.000,16711239.000,17568644.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,114.000,3190.000,3015.000,13112.000,11801.000,6258.000,5806.000,10962.000,10340.000,1.000,1.000,1.000,1.000,57005.000,57005.000,576.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,117824.000,1
100002,115.000,208.550,201.783,62.000,0.000,62.000,67.000,7918.000,8949.000,2218.000,2390.000,0.000,1.000,5.000,252.000,0.000,16.000,0.000,27.000,64.000,16198015.000,16905738.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,115.000,3165.000,3001.000,13106.000,11980.000,6164.000,5780.000,10776.000,10218.000,1.000,1.000,1.000,1.000,57005.000,57005.000,3669.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,111616.000,1
100002,116.000,210.550,199.783,17.000,0.000,17.000,62.000,8017.000,8984.000,2370.000,2542.000,0.000,1.000,1.000,11.000,0.000,16.000,0.000,27.000,57.000,19717688.000,17680508.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,116.000,2988.000,2744.000,12160.000,11052.000,5583.000,5230.000,10079.000,9373.000,1.000,1.000,1.000,1.000,57005.000,57005.000,56.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,116992.000,1
100002,117.000,212.550,197.783,7.000,0.000,7.000,17.000,8036.000,8992.000,2118.000,3326.000,0.000,1.000,4.000,69.000,0.000,16.000,0.000,27.000,56.000,19697612.000,17686644.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,117.000,2943.000,2697.000,11970.000,10854.000,5481.000,5083.000,9838.000,9210.000,1.000,1.000,1.000,1.000,57005.000,57005.000,37.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,116800.000,1
100002,118.000,214.550,195.783,9.000,0.000,7.000,9.000,8034.000,8995.000,2191.000,2820.000,0.000,1.000,2.000,42.000,2.000,16.000,0.000,18.000,55.000,19587354.000,17746560.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,118.000,2930.000,2694.000,11987.000,10891.000,5491.000,5104.000,9952.000,9179.000,1.000,1.000,1.000,1.000,57005.000,57005.000,40.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,115648.000,1
100002,119.000,216.550,193.783,8.000,0.000,8.000,9.000,8036.000,9002.000,1808.000,3552.000,0.000,1.000,0.000,20.000,2.000,16.000,0.000,22.000,56.000,19553902.000,17800114.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,119.000,2942.000,2701.000,11992.000,11036.000,5531.000,5128.000,9874.000,9169.000,1.000,1.000,1.000,1.000,57005.000,57005.000,40.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,116352.000,1
100002,120.000,218.550,191.783,9.000,0.000,8.000,9.000,8045.000,8997.000,1860.000,3091.000,0.000,1.000,1.000,43.000,0.000,16.000,0.000,25.000,56.000,19529792.000,17922560.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,120.000,2942.000,2691.000,11885.000,10841.000,5479.000,5095.000,9778.000,9187.000,1.000,1.000,1.000,1.000,57005.000,57005.000,35.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,117568.000,1
100002,121.000,220.550,189.783,8.000,0.000,8.000,9.000,8031.000,9001.000,2108.000,4934.000,0.000,1.000,0.000,77.000,0.000,16.000,0.000,26.000,57.000,19166392.000,18078408.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,121.000,2942.000,2699.000,11997.000,10843.000,5565.000,5122.000,9846.000,9054.000,1.000,1.000,1.000,1.000,57005.000,57005.000,47.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,119296.000,1
100002,122.000,222.550,187.783,9.000,0.000,8.000,9.000,8033.000,8989.000,1760.000,2412.000,0.000,1.000,0.000,97.000,0.000,16.000,0.000,26.000,57.000,18554590.000,18118516.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,122.000,2937.000,2698.000,11985.000,10897.000,5531.000,5087.000,9913.000,9248.000,1.000,1.000,1.000,1.000,57005.000,57005.000,128.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,118912.000,1
100002,123.000,224.550,185.783,39.000,0.000,9.000,39.000,7976.000,8976.000,2515.000,2886.000,0.000,1.000,0.000,195.000,0.000,16.000,0.000,26.000,60.000,17434642.000,17689778.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123.000,3063.000,2859.000,12661.000,11437.000,5872.000,5460.000,10385.000,9696.000,1.000,1.000,1.000,1.000,57005.000,57005.000,146.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,117952.000,1
100002,124.000,226.550,183.783,40.000,0.000,39.000,40.000,7962.000,8965.000,2427.000,3324.000,0.000,1.000,0.000,95.000,0.000,16.000,0.000,26.000,61.000,15727969.000,16900424.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,124.000,3080.000,2877.000,12691.000,11430.000,5915.000,5516.000,10564.000,9775.000,1.000,1.000,1.000,1.000,57005.000,57005.000,115.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,112704.000,1
100002,125.000,228.550,181.783,39.000,0.000,39.000,40.000,7965.000,8963.000,2279.000,2780.000,0.000,1.000,1.000,47.000,0.000,16.000,0.000,26.000,59.000,18800524.000,17490116.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,125.000,3080.000,2855.000,12671.000,11417.000,5908.000,5501.000,10395.000,9772.000,1.000,1.000,1.000,1.000,57005.000,57005.000,741.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,114496.000,1
100002,126.000,230.550,179.783,40.000,0.000,39.000,40.000,7967.000,8965.000,2560.000,2537.000,0.000,1.000,0.000,9.000,0.000,16.000,0.000,26.000,59.000,20079074.000,17768604.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,126.000,3070.000,2877.000,12669.000,11501.000,5926.000,5491.000,10409.000,9831.000,1.000,1.000,1.000,1.000,57005.000,57005.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,117888.000,1
100002,127.000,232.550,177.783,40.000,0.000,39.000,40.000,7965.000,8962.000,1902.000,2333.000,0.000,1.000,0.000,12.000,0.000,16.000,0.000,26.000,59.000,20114998.000,17843124.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,127.000,3079.000,2865.000,12589.000,11467.000,5925.000,5469.000,10481.000,9886.000,1.000,1.000,1.000,1.000,57005.000,57005.000,33.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,116160.000,1
100002,128.000,234.550,175.783,40.000,0.000,39.000,40.000,7965.000,8961.000,2345.000,2676.000,0.000,1.000,2.000,4.000,0.000,16.000,0.000,23.000,59.000,19714470.000,17905164.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,128.000,3085.000,2873.000,12632.000,11399.000,5953.000,5511.000,10453.000,9723.000,1.000,1.000,1.000,1.000,57005.000,57005.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,116928.000,1
100002,129.000,236.550,173.783,47.000,0.000,39.000,47.000,7949.000,8957.000,2349.000,2795.000,0.000,1.000,1.000,29.000,0.000,16.000,0.000,23.000,60.000,19804388.000,17972100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,129.000,3116.000,2901.000,12783.000,11601.000,6023.000,5582.000,10521.000,9947.000,1.000,1.000,1.000,1.000,57005.000,57005.000,32.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,117824.000,1
100002,130.000,237.699,172.634,65.000,0.000,47.000,65.000,7928.000,8952.000,2400.000,2322.000,0.000,1.000,0.000,35.000,0.000,16.000,0.000,23.000,62.000,11203688.000,10451780.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,130.000,3172.000,3009.000,12970.000,11799.000,6230.000,5789.000,10806.000,10256.000,1.000,1.000,1.000,1.000,57005.000,57005.000,205.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,70016.000,1
100002,131.000,239.682,170.651,67.000,0.000,65.000,67.000,7928.000,8946.000,3030.000,1718.000,0.000,1.000,0.000,269.000,0.000,16.000,0.000,25.000,62.000,18685602.000,17903776.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,131.000,3170.000,3002.000,13022.000,11754.000,6219.000,5804.000,10783.000,10322.000,1.000,1.000,1.000,1.000,57005.000,57005.000,1200.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,118464.000,1
100002,132.000,241.682,168.651,67.000,0.000,66.000,67.000,7933.000,8948.000,2906.000,3184.000,0.000,1.000,0.000,205.000,0.000,16.000,0.000,25.000,62.000,18283222.000,18070244.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,132.000,3169.000,3003.000,13005.000,11796.000,6252.000,5782.000,11000.000,10256.000,1.000,1.000,1.000,1.000,57005.000,57005.000,1119.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,118656.000,1
100002,133.000,243.682,166.651,67.000,0.000,66.000,67.000,7932.000,8952.000,2357.000,1579.000,0.000,1.000,0.000,295.000,0.000,16.000,0.000,25.000,64.000,17029308.000,17144628.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,133.000,3178.000,3006.000,12921.000,11797.000,6240.000,5783.000,10763.000,10226.000,1.000,1.000,1.000,1.000,57005.000,57005.000,623.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,114176.000,1
100002,134.000,245.050,165.283,65.000,0.000,0.000,66.000,7918.000,8946.000,2520.000,1796.000,0.000,1.000,0.000,0.000,0.000,16.000,0.000,25.000,57.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,134.000,3185.000,3012.000,13088.000,11964.000,6267.000,5814.000,10940.000,10371.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1
100002,135.000,247.050,163.283,66.000,0.000,65.000,67.000,7928.000,8945.000,2357.000,2732.000,0.000,1.000,0.000,307.000,0.000,16.000,0.000,25.000,67.000,16550063.000,17903796.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,135.000,3175.000,3002.000,12976.000,11868.000,6216.000,5776.000,10975.000,10248.000,1.000,1.000,1.000,1.000,57005.000,57005.000,5440.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,126912.000,1
100002,136.000,248.483,161.850,65.000,0.000,0.000,65.000,7930.000,8947.000,2738.000,2121.000,0.000,1.000,0.000,0.000,0.000,16.000,0.000,25.000,64.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,136.000,3174.000,3001.000,12987.000,11728.000,6202.000,5750.000,10800.000,10301.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1
100002,137.000,250.483,159.850,49.000,0.000,49.000,65.000,7958.000,8949.000,2328.000,2138.000,0.000,1.000,0.000,0.000,0.000,16.000,0.000,25.000,64.000,298.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,137.000,3105.000,2906.000,12675.000,11589.000,6006.000,5545.000,10571.000,10004.000,1.000,1.000,1.000,1.000,57005.000,57005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,64.000,1
100002,139.000,252.500,157.833,11.000,0.000,0.000,11.000,8065.000,8990.000,2723.000,2731.000,0.000,1.000,2.000,1300.000,1.000,17.000,0.000,25.000,58.000,19325496.000,18967914.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,139.000,2925.000,2651.000,11872.000,10582.000,5456.000,5031.000,9852.000,9079.000,1.000,1.000,1.000,1.000,57005.000,57005.000,450.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,123776.000,1
100002,140.000,254.500,155.833,11.000,0.000,10.000,11.000,8061.000,9000.000,2383.000,3039.000,0.000,1.000,0.000,962.000,0.000,17.000,0.000,25.000,58.000,20529172.000,19568568.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,140.000,2921.000,2664.000,11888.000,10687.000,5468.000,5035.000,9796.000,9152.000,1.000,1.000,1.000,1.000,57005.000,57005.000,64.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,129024.000,1
100002,141.000,256.500,153.833,11.000,0.000,10.000,12.000,8055.000,9003.000,2935.000,3563.000,0.000,1.000,3.000,109.000,2.000,17.000,0.000,20.000,57.000,20274300.000,19665952.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,141.000,2924.000,2659.000,11970.000,10557.000,5484.000,5067.000,9979.000,9138.000,1.000,1.000,1.000,1.000,57005.000,57005.000,41.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,127360.000,1
100002,142.000,258.500,151.833,11.000,0.000,11.000,12.000,8053.000,8995.000,2206.000,3065.000,0.000,1.000,0.000,30.000,0.000,17.000,0.000,26.000,58.000,20223710.000,19637338.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,142.000,2925.000,2664.000,11982.000,10778.000,5505.000,5083.000,9951.000,9148.000,1.000,1.000,1.000,1.000,57005.000,57005.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,127680.000,1
